,2024,,,,,,2025,,,,,,전년대비증감율(%),,,,,
,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,,12월,,,누계(01월~12월),,
국가명,계,적,공,계,적,공,계,적,공,계,적,공,증감_계,증감_적,증감_공,증감_계,증감_적,증감_공
코트디부아르,938,929,9,"6,825","6,414",411,"2,013","1,949",64,"12,338","11,062","1,276",114.61,109.80,611.11,80.77,72.46,210.46
콜롬비아,"18,034","15,361","2,673","173,639","147,312","26,327","15,219","13,015","2,204","214,872","164,352","50,520",-15.61,-15.27,-17.55,23.75,11.57,91.89
콩고,154,154,0,926,926,0,13,13,0,495,403,92,-91.56,-91.56,,-46.54,-56.48,0
콩고 민주 공화국,90,90,0,475,471,4,40,40,0,379,379,0,-55.56,-55.56,,-20.21,-19.53,-100
쿠바,772,772,0,"5,686","5,686",0,404,404,0,"6,259","6,259",0,-47.67,-47.67,,10.08,10.08,
쿠웨이트,307,286,21,"3,263","2,854",409,179,146,33,"3,456","2,830",626,-41.69,-48.95,57.14,5.91,-0.84,53.06
쿡 제도,7,7,0,55,55,0,22,22,0,110,110,0,214.29,214.29,,100.00,100.00,
퀴라소,35,35,0,251,251,0,83,83,0,673,673,0,137.14,137.14,,168.13,168.13,
크로아티아,"1,356","1,354",2,"10,008","10,000",8,652,652,0,"9,335","9,323",12,-51.90,-51.83,-100,-6.72,-6.77,50.00
키리바시,"1,111",850,261,"5,163","4,013","1,150",768,443,325,"6,667","4,297","2,370",-30.87,-47.88,24.52,29.13,7.08,106.09
키프로스,229,229,0,"1,464","1,464",0,295,295,0,"2,394","2,385",9,28.82,28.82,,63.52,62.91,0
탄자니아,764,764,0,"7,383","7,383",0,849,849,0,"11,619","11,249",370,11.13,11.13,,57.38,52.36,0
태국,"35,357","35,046",311,"439,369","421,696","17,673","32,990","32,484",506,"422,768","412,522","10,246",-6.69,-7.31,62.70,-3.78,-2.18,-42.02
토고,"1,021",941,80,"9,286","7,232","2,054","1,021",197,824,"11,367","7,125","4,242",0.00,-79.06,930.00,22.41,-1.48,106.52
통가,199,119,80,"3,087","2,309",778,246,244,2,"2,738","2,394",344,23.62,105.04,-97.50,-11.31,3.68,-55.78
투발루,6,6,0,56,56,0,10,10,0,68,68,0,66.67,66.67,,21.43,21.43,
튀니지,220,220,0,"2,454","2,410",44,100,100,0,"1,753","1,753",0,-54.55,-54.55,,-28.57,-27.27,-100
튀르키예,"16,065","15,482",583,"209,226","196,526","12,700","9,646","9,643",3,"160,894","144,766","16,129",-39.96,-37.72,-99.49,-23.10,-26.34,27.00
트리니다드 토바고,701,699,2,"8,695","8,670",25,982,982,0,"11,335","11,335",0,40.12,40.52,-100,30.36,30.73,-100
파나마,"10,325","8,495","1,830","153,097","92,913","60,184","10,980","9,507","1,473","162,826","108,400","54,426",6.35,11.92,-19.51,6.35,16.67,-9.57
파라과이,61,61,0,861,861,0,124,124,0,"2,896","2,896",0,103.28,103.28,,236.35,236.35,
파키스탄,"3,659","3,293",366,"48,195","43,805","4,390","5,413","4,536",878,"60,381","48,280","12,100",47.95,37.74,139.82,25.28,10.22,175.63
파푸아 뉴기니,540,433,107,"9,181","6,058","3,123","1,124","1,019",105,"8,838","7,514","1,324",108.15,135.33,-1.87,-3.74,24.03,-57.60
