연도,국가명,물동량
2023,알제리,4850.0
2023,앙골라,703.0
2023,앤티가 바부다,319.0
2023,앤틸리스제도,1354.25
2023,앵귈라,2.0
2023,에리트레아,1.0
2023,에스토니아,1404.0
2023,에콰도르,130331.25
2023,에티오피아,0.0
2023,엘살바도르,13964.5
2023,영국,36071.75
2023,영국령 버진아일랜드,77.0
2023,예멘,785.5
2023,오만,9378.75
2023,오스트리아,1.0
2023,온두라스,10114.25
2023,왈리스 푸투나,8.0
2023,요르단,5491.25
2023,우간다,0.0
2023,우루과이,11885.0
2023,우크라이나,273.0
2023,원양어획지역,1044.0
2023,이라크,521.25
2023,이란,102.0
2023,이스라엘,17343.25
2023,이집트,23605.5
2023,이탈리아,74202.5
2023,인도,144797.0
2023,인도네시아,221990.75
2023,일본,1764466.0
2023,자메이카,30840.5
2023,적도 기니,7.0
2023,조지아,16120.0
2023,중국,3711802.5
2023,지부티,1413.25
2023,체코,18.0
2023,칠레,317592.75
2023,카메룬,1978.0
2023,카보 베르데,32.0
2023,카타르,4644.25
2023,캄보디아,10409.25
2023,캐나다,417581.25
2023,케냐,3262.0
2023,케이맨 제도,356.0
2023,코모로,61.0
2023,코스타리카,16268.0
2023,코트디부아르,3140.0
2023,콜롬비아,102953.5
2023,콩고,411.0
2023,콩고 민주 공화국,757.0
2023,쿠바,8120.0
2023,쿠웨이트,910.0
2023,쿡 제도,17.0
2023,퀴라소,67.0
2023,크로아티아,9103.5
2023,키리바시,2489.0
2023,키프로스,1436.0
2023,탄자니아,4564.25
2023,태국,218357.75
2023,토고,1637.25
2023,통가,1707.0
2023,투발루,10.0
2023,튀니지,1325.25
2023,튀르키예,78084.0
2023,트리니다드 토바고,12530.75
2023,파나마,75127.0
2023,파라과이,3354.0
2023,파키스탄,15819.75
2023,파푸아 뉴기니,3136.0
2023,팔라우,263.0
2023,페로 제도,16.0
2023,페루,129021.5
2023,포르투갈,2885.0
2023,폴란드,4406.0
2023,푸에르토리코,10871.5
2023,프랑스,35465.5
2023,프랑스령 기아나,257.0
2023,프랑스령 폴리네시아,1163.0
2023,피지,3473.0
2023,핀란드,11253.0
2023,필리핀,139283.5
2023,헝가리,1.0
2023,호주,99928.25
2023,홍콩,61384.75
2024,가나,6127.5
2024,가봉,2867.0
2024,가이아나,6357.0
2024,감비아,302.0
2024,과들루프,618.0
2024,과테말라,53065.25
2024,괌,8592.0
2024,그레나다,287.0
2024,그리스,24763.5
2024,기니,1897.0
2024,기니비사우,84.0
2024,나미비아,2294.0
2024,나우루,172.0
2024,나이지리아,7826.75
2024,남아프리카,21269.0
2024,네덜란드,36338.25
2024,노르웨이,1442.5
2024,뉴질랜드,35189.0
2024,뉴칼레도니아,3236.0
2024,니우에,3.0
2024,니카라과,11054.25
2024,대만,131424.25
2024,대한민국,329529.0
2024,덴마크,4100.0
2024,도미니카 공화국,38321.25
2024,도미니카 연방,170.0
2024,독일,39605.75
2024,동티모르,70.0
2024,라이베리아,401.75
2024,라트비아,3546.0
2024,러시아,226781.0
2024,레바논,2642.0
2024,레위니옹,130.0
2024,루마니아,14834.75
2024,리비아,2020.5
2024,리투아니아,876.0
2024,마다가스카르,795.0
2024,마르티니크,416.0
2024,마샬 제도,1571.0
2024,마요트,3.0
2024,마카오,1.0
2024,말레이시아,157974.0
2024,멕시코,550060.25
2024,모로코,24547.5
2024,모리셔스,1546.25
2024,모리타니,1340.25
2024,모잠비크,3027.0
2024,몬세라트,2.0
2024,몬테네그로,303.0
2024,몰디브,418.0
2024,몰타,872.0
2024,미국,2058044.75
2024,미국령 버진아일랜드,34.0
2024,미얀마,4039.25
2024,미크로네시아,1840.0
2024,바누아투,5690.0
2024,바레인,1988.0
2024,바베이도스,999.0
2024,바하마,154249.25
2024,방글라데시,8717.5
2024,베냉,1122.0
2024,베네수엘라,23846.5
2024,베트남,386899.0
2024,벨기에,18801.0
2024,벨리즈,376.0
2024,볼리비아,0.0
2024,북마리아나 제도,1528.25
2024,북마케도니아,2.0
2024,불가리아,3652.25
2024,브라질,121430.0
2024,브루나이,51.0
2024,사모아,3812.0
2024,사우디아라비아,27727.25
2024,상투메 프린시페,63.0
2024,세네갈,2933.25
2024,세이셸,181.0
2024,세인트 빈센트 그레나딘,102.0
2024,세인트루시아,354.0
2024,세인트키츠 네비스,93.0
2024,소말리아,127.0
2024,솔로몬제도,758.0
2024,수단,217.0
2024,수리남,4122.25
2024,스리랑카,8663.5
2024,스웨덴,18133.5
2024,스페인,56834.5
2024,슬로베니아,14572.25
2024,시리아,936.5
2024,시에라 리온,680.25
2024,신트마르턴,2.0
2024,싱가포르,92960.75
2024,아랍에미리트연합국,83895.75
2024,아루바,508.0
2024,아르헨티나,10243.0
